=== Bayesian Optimization for Nonlinear Factor Graph Tracking ===
Loaded 500 nonlinear trajectories
dt_vec size: 199, first 10: 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
Max consecutive dt ratio: 1
=== Nonlinear BayesOpt Tracking Test ===
  Turn rate: 0.1 rad/s
  Consistency method: nis4
  Process noise bounds: [0.001, 2]
- 20:27:02.081004 INFO: Iteration: 59 of 500 | Total samples: 159
- 20:27:02.081015 INFO: Query: [2](1.45746,1.51687)
- 20:27:02.081020 INFO: Query outcome: 0.23267
- 20:27:02.081023 INFO: Best query: [2](0.499007,1.82285)
- 20:27:02.081026 INFO: Best outcome: 0.132946
[BayesOpt Nonlinear] Iteration: 162
[BayesOpt Nonlinear] Parameters: V0=0.530704, R=2.29901, Metric=0.740558, Time=2051ms
- 20:27:04.137182 INFO: Iteration: 60 of 500 | Total samples: 160
- 20:27:04.137201 INFO: Query: [2](0.530704,2.29901)
- 20:27:04.137206 INFO: Query outcome: 0.740558
- 20:27:04.137208 INFO: Best query: [2](0.499007,1.82285)
- 20:27:04.137211 INFO: Best outcome: 0.132946
[BayesOpt Nonlinear] Iteration: 163
[BayesOpt Nonlinear] Parameters: V0=0.246179, R=1.98428, Metric=0.158651, Time=1820ms
- 20:27:05.962267 INFO: Iteration: 61 of 500 | Total samples: 161
- 20:27:05.962281 INFO: Query: [2](0.246179,1.98428)
- 20:27:05.962287 INFO: Query outcome: 0.158651
- 20:27:05.962289 INFO: Best query: [2](0.499007,1.82285)
- 20:27:05.962292 INFO: Best outcome: 0.132946
[BayesOpt Nonlinear] Iteration: 164
[BayesOpt Nonlinear] Parameters: V0=0.717788, R=1.72065, Metric=0.167651, Time=1879ms
- 20:27:07.847378 INFO: Iteration: 62 of 500 | Total samples: 162
- 20:27:07.847389 INFO: Query: [2](0.717788,1.72065)
- 20:27:07.847394 INFO: Query outcome: 0.167651
- 20:27:07.847396 INFO: Best query: [2](0.499007,1.82285)
- 20:27:07.847398 INFO: Best outcome: 0.132946
[BayesOpt Nonlinear] Iteration: 165
[BayesOpt Nonlinear] Parameters: V0=0.324447, R=1.97248, Metric=0.113875, Time=1757ms
- 20:27:09.611495 INFO: Iteration: 63 of 500 | Total samples: 163
- 20:27:09.611506 INFO: Query: [2](0.324447,1.97248)
- 20:27:09.611511 INFO: Query outcome: 0.113875
- 20:27:09.611513 INFO: Best query: [2](0.324447,1.97248)
- 20:27:09.611516 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 166
[BayesOpt Nonlinear] Parameters: V0=1.65751, R=1.11264, Metric=0.510126, Time=1964ms
- 20:27:11.581552 INFO: Iteration: 64 of 500 | Total samples: 164
- 20:27:11.581568 INFO: Query: [2](1.65751,1.11264)
- 20:27:11.581574 INFO: Query outcome: 0.510126
- 20:27:11.581576 INFO: Best query: [2](0.324447,1.97248)
- 20:27:11.581578 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 167
[BayesOpt Nonlinear] Parameters: V0=1.51541, R=1.4119, Metric=0.296978, Time=1985ms
- 20:27:13.573129 INFO: Iteration: 65 of 500 | Total samples: 165
- 20:27:13.573140 INFO: Query: [2](1.51541,1.4119)
- 20:27:13.573145 INFO: Query outcome: 0.296978
- 20:27:13.573147 INFO: Best query: [2](0.324447,1.97248)
- 20:27:13.573150 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 168
[BayesOpt Nonlinear] Parameters: V0=1.00238, R=1.71947, Metric=0.32727, Time=1835ms
- 20:27:15.414660 INFO: Iteration: 66 of 500 | Total samples: 166
- 20:27:15.414675 INFO: Query: [2](1.00238,1.71947)
- 20:27:15.414683 INFO: Query outcome: 0.32727
- 20:27:15.414686 INFO: Best query: [2](0.324447,1.97248)
- 20:27:15.414690 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 169
[BayesOpt Nonlinear] Parameters: V0=1.84531, R=1.53322, Metric=0.358377, Time=2034ms
- 20:27:17.455784 INFO: Iteration: 67 of 500 | Total samples: 167
- 20:27:17.455798 INFO: Query: [2](1.84531,1.53322)
- 20:27:17.455807 INFO: Query outcome: 0.358377
- 20:27:17.455810 INFO: Best query: [2](0.324447,1.97248)
- 20:27:17.455815 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 170
[BayesOpt Nonlinear] Parameters: V0=0.12678, R=3.06793, Metric=0.185567, Time=1682ms
- 20:27:19.144000 INFO: Iteration: 68 of 500 | Total samples: 168
- 20:27:19.144014 INFO: Query: [2](0.12678,3.06793)
- 20:27:19.144019 INFO: Query outcome: 0.185567
- 20:27:19.144021 INFO: Best query: [2](0.324447,1.97248)
- 20:27:19.144024 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 171
[BayesOpt Nonlinear] Parameters: V0=1.26092, R=1.37152, Metric=0.33624, Time=2033ms
- 20:27:21.183348 INFO: Iteration: 69 of 500 | Total samples: 169
- 20:27:21.183360 INFO: Query: [2](1.26092,1.37152)
- 20:27:21.183365 INFO: Query outcome: 0.33624
- 20:27:21.183367 INFO: Best query: [2](0.324447,1.97248)
- 20:27:21.183370 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 172
[BayesOpt Nonlinear] Parameters: V0=1.42526, R=1.69782, Metric=0.470833, Time=2136ms
- 20:27:23.325384 INFO: Iteration: 70 of 500 | Total samples: 170
- 20:27:23.325398 INFO: Query: [2](1.42526,1.69782)
- 20:27:23.325404 INFO: Query outcome: 0.470833
- 20:27:23.325406 INFO: Best query: [2](0.324447,1.97248)
- 20:27:23.325409 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 173
[BayesOpt Nonlinear] Parameters: V0=0.283572, R=1.9426, Metric=0.148609, Time=1805ms
- 20:27:25.136647 INFO: Iteration: 71 of 500 | Total samples: 171
- 20:27:25.136660 INFO: Query: [2](0.283572,1.9426)
- 20:27:25.136667 INFO: Query outcome: 0.148609
- 20:27:25.136671 INFO: Best query: [2](0.324447,1.97248)
- 20:27:25.136675 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 174
[BayesOpt Nonlinear] Parameters: V0=0.258827, R=2.13325, Metric=0.130258, Time=1702ms
- 20:27:26.847571 INFO: Iteration: 72 of 500 | Total samples: 172
- 20:27:26.847584 INFO: Query: [2](0.258827,2.13325)
- 20:27:26.847590 INFO: Query outcome: 0.130258
- 20:27:26.847592 INFO: Best query: [2](0.324447,1.97248)
- 20:27:26.847595 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 175
[BayesOpt Nonlinear] Parameters: V0=0.997579, R=1.37165, Metric=0.350564, Time=1897ms
- 20:27:28.751767 INFO: Iteration: 73 of 500 | Total samples: 173
- 20:27:28.751779 INFO: Query: [2](0.997579,1.37165)
- 20:27:28.751787 INFO: Query outcome: 0.350564
- 20:27:28.751789 INFO: Best query: [2](0.324447,1.97248)
- 20:27:28.751793 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 176
[BayesOpt Nonlinear] Parameters: V0=1.75521, R=1.77579, Metric=0.690965, Time=2054ms
- 20:27:30.812380 INFO: Iteration: 74 of 500 | Total samples: 174
- 20:27:30.812404 INFO: Query: [2](1.75521,1.77579)
- 20:27:30.812412 INFO: Query outcome: 0.690965
- 20:27:30.812415 INFO: Best query: [2](0.324447,1.97248)
- 20:27:30.812420 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 177
[BayesOpt Nonlinear] Parameters: V0=0.727071, R=1.95498, Metric=0.495023, Time=1904ms
- 20:27:32.723679 INFO: Iteration: 75 of 500 | Total samples: 175
- 20:27:32.723700 INFO: Query: [2](0.727071,1.95498)
- 20:27:32.723705 INFO: Query outcome: 0.495023
- 20:27:32.723707 INFO: Best query: [2](0.324447,1.97248)
- 20:27:32.723710 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 178
[BayesOpt Nonlinear] Parameters: V0=0.389368, R=1.81073, Metric=0.164112, Time=1851ms
- 20:27:34.581215 INFO: Iteration: 76 of 500 | Total samples: 176
- 20:27:34.581235 INFO: Query: [2](0.389368,1.81073)
- 20:27:34.581240 INFO: Query outcome: 0.164112
- 20:27:34.581242 INFO: Best query: [2](0.324447,1.97248)
- 20:27:34.581245 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 179
[BayesOpt Nonlinear] Parameters: V0=0.317075, R=1.9438, Metric=0.129799, Time=1825ms
- 20:27:36.411817 INFO: Iteration: 77 of 500 | Total samples: 177
- 20:27:36.411842 INFO: Query: [2](0.317075,1.9438)
- 20:27:36.411850 INFO: Query outcome: 0.129799
- 20:27:36.411853 INFO: Best query: [2](0.324447,1.97248)
- 20:27:36.411857 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 180
[BayesOpt Nonlinear] Parameters: V0=0.340735, R=1.97881, Metric=0.127304, Time=1692ms
- 20:27:38.110534 INFO: Iteration: 78 of 500 | Total samples: 178
- 20:27:38.110557 INFO: Query: [2](0.340735,1.97881)
- 20:27:38.110564 INFO: Query outcome: 0.127304
- 20:27:38.110566 INFO: Best query: [2](0.324447,1.97248)
- 20:27:38.110569 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 181
[BayesOpt Nonlinear] Parameters: V0=0.213283, R=2.12022, Metric=0.142648, Time=1753ms
- 20:27:39.869239 INFO: Iteration: 79 of 500 | Total samples: 179
- 20:27:39.869251 INFO: Query: [2](0.213283,2.12022)
- 20:27:39.869257 INFO: Query outcome: 0.142648
- 20:27:39.869259 INFO: Best query: [2](0.324447,1.97248)
- 20:27:39.869262 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 182
[BayesOpt Nonlinear] Parameters: V0=0.23846, R=2.11301, Metric=0.116964, Time=1837ms
- 20:27:41.710901 INFO: Iteration: 80 of 500 | Total samples: 180
- 20:27:41.710914 INFO: Query: [2](0.23846,2.11301)
- 20:27:41.710920 INFO: Query outcome: 0.116964
- 20:27:41.710922 INFO: Best query: [2](0.324447,1.97248)
- 20:27:41.710925 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 183
[BayesOpt Nonlinear] Parameters: V0=0.263056, R=2.05439, Metric=0.117381, Time=1786ms
- 20:27:43.503833 INFO: Iteration: 81 of 500 | Total samples: 181
- 20:27:43.503845 INFO: Query: [2](0.263056,2.05439)
- 20:27:43.503851 INFO: Query outcome: 0.117381
- 20:27:43.503853 INFO: Best query: [2](0.324447,1.97248)
- 20:27:43.503857 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 184
[BayesOpt Nonlinear] Parameters: V0=0.331128, R=1.8911, Metric=0.146823, Time=1693ms
- 20:27:45.201582 INFO: Iteration: 82 of 500 | Total samples: 182
- 20:27:45.201593 INFO: Query: [2](0.331128,1.8911)
- 20:27:45.201598 INFO: Query outcome: 0.146823
- 20:27:45.201600 INFO: Best query: [2](0.324447,1.97248)
- 20:27:45.201603 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 185
[BayesOpt Nonlinear] Parameters: V0=0.322261, R=2.1607, Metric=0.304154, Time=1707ms
- 20:27:46.915783 INFO: Iteration: 83 of 500 | Total samples: 183
- 20:27:46.915806 INFO: Query: [2](0.322261,2.1607)
- 20:27:46.915814 INFO: Query outcome: 0.304154
- 20:27:46.915817 INFO: Best query: [2](0.324447,1.97248)
- 20:27:46.915820 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 186
[BayesOpt Nonlinear] Parameters: V0=0.372599, R=1.55402, Metric=0.414298, Time=1793ms
- 20:27:48.715336 INFO: Iteration: 84 of 500 | Total samples: 184
- 20:27:48.715358 INFO: Query: [2](0.372599,1.55402)
- 20:27:48.715364 INFO: Query outcome: 0.414298
- 20:27:48.715367 INFO: Best query: [2](0.324447,1.97248)
- 20:27:48.715371 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 187
[BayesOpt Nonlinear] Parameters: V0=0.418753, R=1.90169, Metric=0.146107, Time=1999ms
- 20:27:50.725332 INFO: Iteration: 85 of 500 | Total samples: 185
- 20:27:50.725360 INFO: Query: [2](0.418753,1.90169)
- 20:27:50.725365 INFO: Query outcome: 0.146107
- 20:27:50.725367 INFO: Best query: [2](0.324447,1.97248)
- 20:27:50.725370 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 188
[BayesOpt Nonlinear] Parameters: V0=0.551434, R=1.88259, Metric=0.263924, Time=1873ms
- 20:27:52.603946 INFO: Iteration: 86 of 500 | Total samples: 186
- 20:27:52.603957 INFO: Query: [2](0.551434,1.88259)
- 20:27:52.603962 INFO: Query outcome: 0.263924
- 20:27:52.603964 INFO: Best query: [2](0.324447,1.97248)
- 20:27:52.603967 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 189
[BayesOpt Nonlinear] Parameters: V0=1.4276, R=1.34706, Metric=0.344863, Time=1999ms
- 20:27:54.610225 INFO: Iteration: 87 of 500 | Total samples: 187
- 20:27:54.610238 INFO: Query: [2](1.4276,1.34706)
- 20:27:54.610243 INFO: Query outcome: 0.344863
- 20:27:54.610245 INFO: Best query: [2](0.324447,1.97248)
- 20:27:54.610248 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 190
[BayesOpt Nonlinear] Parameters: V0=0.259777, R=3.99991, Metric=1.49644, Time=1761ms
- 20:27:56.379864 INFO: Iteration: 88 of 500 | Total samples: 188
- 20:27:56.379887 INFO: Query: [2](0.259777,3.99991)
- 20:27:56.379895 INFO: Query outcome: 1.49644
- 20:27:56.379897 INFO: Best query: [2](0.324447,1.97248)
- 20:27:56.379900 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 191
[BayesOpt Nonlinear] Parameters: V0=0.703797, R=1.51186, Metric=0.280269, Time=1985ms
- 20:27:58.372609 INFO: Iteration: 89 of 500 | Total samples: 189
- 20:27:58.372621 INFO: Query: [2](0.703797,1.51186)
- 20:27:58.372627 INFO: Query outcome: 0.280269
- 20:27:58.372629 INFO: Best query: [2](0.324447,1.97248)
- 20:27:58.372632 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 192
[BayesOpt Nonlinear] Parameters: V0=0.609372, R=1.64534, Metric=0.211092, Time=1790ms
- 20:28:00.170350 INFO: Iteration: 90 of 500 | Total samples: 190
- 20:28:00.170361 INFO: Query: [2](0.609372,1.64534)
- 20:28:00.170367 INFO: Query outcome: 0.211092
- 20:28:00.170368 INFO: Best query: [2](0.324447,1.97248)
- 20:28:00.170371 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 193
[BayesOpt Nonlinear] Parameters: V0=0.301943, R=1.944, Metric=0.137441, Time=1809ms
- 20:28:01.986445 INFO: Iteration: 91 of 500 | Total samples: 191
- 20:28:01.986459 INFO: Query: [2](0.301943,1.944)
- 20:28:01.986466 INFO: Query outcome: 0.137441
- 20:28:01.986468 INFO: Best query: [2](0.324447,1.97248)
- 20:28:01.986471 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 194
[BayesOpt Nonlinear] Parameters: V0=0.367152, R=1.90488, Metric=0.12663, Time=1715ms
- 20:28:03.708176 INFO: Iteration: 92 of 500 | Total samples: 192
- 20:28:03.708188 INFO: Query: [2](0.367152,1.90488)
- 20:28:03.708196 INFO: Query outcome: 0.12663
- 20:28:03.708199 INFO: Best query: [2](0.324447,1.97248)
- 20:28:03.708204 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 195
[BayesOpt Nonlinear] Parameters: V0=0.211839, R=1.9058, Metric=0.269978, Time=1765ms
- 20:28:05.488580 INFO: Iteration: 93 of 500 | Total samples: 193
- 20:28:05.488594 INFO: Query: [2](0.211839,1.9058)
- 20:28:05.488601 INFO: Query outcome: 0.269978
- 20:28:05.488604 INFO: Best query: [2](0.324447,1.97248)
- 20:28:05.488609 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 196
[BayesOpt Nonlinear] Parameters: V0=1.16904, R=1.68749, Metric=0.355682, Time=1944ms
- 20:28:07.439809 INFO: Iteration: 94 of 500 | Total samples: 194
- 20:28:07.439821 INFO: Query: [2](1.16904,1.68749)
- 20:28:07.439826 INFO: Query outcome: 0.355682
- 20:28:07.439828 INFO: Best query: [2](0.324447,1.97248)
- 20:28:07.439831 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 197
[BayesOpt Nonlinear] Parameters: V0=0.947848, R=3.99981, Metric=2.41574, Time=1822ms
- 20:28:09.269905 INFO: Iteration: 95 of 500 | Total samples: 195
- 20:28:09.269919 INFO: Query: [2](0.947848,3.99981)
- 20:28:09.269925 INFO: Query outcome: 2.41574
- 20:28:09.269927 INFO: Best query: [2](0.324447,1.97248)
- 20:28:09.269930 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 198
[BayesOpt Nonlinear] Parameters: V0=0.239218, R=2.10767, Metric=0.118152, Time=1722ms
- 20:28:11.000093 INFO: Iteration: 96 of 500 | Total samples: 196
- 20:28:11.000106 INFO: Query: [2](0.239218,2.10767)
- 20:28:11.000111 INFO: Query outcome: 0.118152
- 20:28:11.000114 INFO: Best query: [2](0.324447,1.97248)
- 20:28:11.000116 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 199
[BayesOpt Nonlinear] Parameters: V0=0.265026, R=2.0184, Metric=0.130011, Time=1847ms
- 20:28:12.854772 INFO: Iteration: 97 of 500 | Total samples: 197
- 20:28:12.854783 INFO: Query: [2](0.265026,2.0184)
- 20:28:12.854789 INFO: Query outcome: 0.130011
- 20:28:12.854791 INFO: Best query: [2](0.324447,1.97248)
- 20:28:12.854794 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 200
[BayesOpt Nonlinear] Parameters: V0=0.239487, R=2.10622, Metric=0.118418, Time=1737ms
- 20:28:14.599808 INFO: Iteration: 98 of 500 | Total samples: 198
- 20:28:14.599819 INFO: Query: [2](0.239487,2.10622)
- 20:28:14.599824 INFO: Query outcome: 0.118418
- 20:28:14.599826 INFO: Best query: [2](0.324447,1.97248)
- 20:28:14.599829 INFO: Best outcome: 0.113875
[BayesOpt Nonlinear] Iteration: 201
[BayesOpt Nonlinear] Parameters: V0=0.253007, R=2.10765, Metric=0.105435, Time=1751ms
- 20:28:16.358669 INFO: Iteration: 99 of 500 | Total samples: 199
- 20:28:16.358682 INFO: Query: [2](0.253007,2.10765)
- 20:28:16.358687 INFO: Query outcome: 0.105435
- 20:28:16.358689 INFO: Best query: [2](0.253007,2.10765)
- 20:28:16.358692 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 202
[BayesOpt Nonlinear] Parameters: V0=0.164486, R=2.42157, Metric=0.143355, Time=1711ms
- 20:28:18.202822 INFO: Iteration: 100 of 500 | Total samples: 200
- 20:28:18.202849 INFO: Query: [2](0.164486,2.42157)
- 20:28:18.202862 INFO: Query outcome: 0.143355
- 20:28:18.202864 INFO: Best query: [2](0.253007,2.10765)
- 20:28:18.202867 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 203
[BayesOpt Nonlinear] Parameters: V0=0.26461, R=2.02723, Metric=0.126825, Time=1699ms
- 20:28:19.909569 INFO: Iteration: 101 of 500 | Total samples: 201
- 20:28:19.909580 INFO: Query: [2](0.26461,2.02723)
- 20:28:19.909585 INFO: Query outcome: 0.126825
- 20:28:19.909587 INFO: Best query: [2](0.253007,2.10765)
- 20:28:19.909590 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 204
[BayesOpt Nonlinear] Parameters: V0=0.14602, R=2.29447, Metric=0.225395, Time=1682ms
- 20:28:21.598409 INFO: Iteration: 102 of 500 | Total samples: 202
- 20:28:21.598421 INFO: Query: [2](0.14602,2.29447)
- 20:28:21.598426 INFO: Query outcome: 0.225395
- 20:28:21.598428 INFO: Best query: [2](0.253007,2.10765)
- 20:28:21.598431 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 205
[BayesOpt Nonlinear] Parameters: V0=0.193322, R=2.27943, Metric=0.121244, Time=1736ms
- 20:28:23.341816 INFO: Iteration: 103 of 500 | Total samples: 203
- 20:28:23.341828 INFO: Query: [2](0.193322,2.27943)
- 20:28:23.341833 INFO: Query outcome: 0.121244
- 20:28:23.341835 INFO: Best query: [2](0.253007,2.10765)
- 20:28:23.341838 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 206
[BayesOpt Nonlinear] Parameters: V0=0.209943, R=2.18524, Metric=0.125214, Time=1660ms
- 20:28:25.008908 INFO: Iteration: 104 of 500 | Total samples: 204
- 20:28:25.008932 INFO: Query: [2](0.209943,2.18524)
- 20:28:25.008946 INFO: Query outcome: 0.125214
- 20:28:25.008950 INFO: Best query: [2](0.253007,2.10765)
- 20:28:25.008955 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 207
[BayesOpt Nonlinear] Parameters: V0=0.227274, R=2.13444, Metric=0.121089, Time=1683ms
- 20:28:26.698927 INFO: Iteration: 105 of 500 | Total samples: 205
- 20:28:26.698958 INFO: Query: [2](0.227274,2.13444)
- 20:28:26.698965 INFO: Query outcome: 0.121089
- 20:28:26.698967 INFO: Best query: [2](0.253007,2.10765)
- 20:28:26.698970 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 208
[BayesOpt Nonlinear] Parameters: V0=0.341792, R=1.89141, Metric=0.142263, Time=1723ms
- 20:28:28.428913 INFO: Iteration: 106 of 500 | Total samples: 206
- 20:28:28.428929 INFO: Query: [2](0.341792,1.89141)
- 20:28:28.428939 INFO: Query outcome: 0.142263
- 20:28:28.428941 INFO: Best query: [2](0.253007,2.10765)
- 20:28:28.428944 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 209
[BayesOpt Nonlinear] Parameters: V0=0.230893, R=2.1235, Metric=0.120998, Time=1765ms
- 20:28:30.202938 INFO: Iteration: 107 of 500 | Total samples: 207
- 20:28:30.202951 INFO: Query: [2](0.230893,2.1235)
- 20:28:30.202956 INFO: Query outcome: 0.120998
- 20:28:30.202958 INFO: Best query: [2](0.253007,2.10765)
- 20:28:30.202961 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 210
[BayesOpt Nonlinear] Parameters: V0=0.538526, R=1.62282, Metric=0.233065, Time=1903ms
- 20:28:32.114401 INFO: Iteration: 108 of 500 | Total samples: 208
- 20:28:32.114411 INFO: Query: [2](0.538526,1.62282)
- 20:28:32.114415 INFO: Query outcome: 0.233065
- 20:28:32.114417 INFO: Best query: [2](0.253007,2.10765)
- 20:28:32.114420 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 211
[BayesOpt Nonlinear] Parameters: V0=0.293823, R=1.96434, Metric=0.133285, Time=1766ms
- 20:28:33.889531 INFO: Iteration: 109 of 500 | Total samples: 209
- 20:28:33.889555 INFO: Query: [2](0.293823,1.96434)
- 20:28:33.889560 INFO: Query outcome: 0.133285
- 20:28:33.889562 INFO: Best query: [2](0.253007,2.10765)
- 20:28:33.889565 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 212
[BayesOpt Nonlinear] Parameters: V0=0.247572, R=2.08014, Metric=0.120465, Time=1729ms
- 20:28:35.627117 INFO: Iteration: 110 of 500 | Total samples: 210
- 20:28:35.627130 INFO: Query: [2](0.247572,2.08014)
- 20:28:35.627137 INFO: Query outcome: 0.120465
- 20:28:35.627141 INFO: Best query: [2](0.253007,2.10765)
- 20:28:35.627145 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 213
[BayesOpt Nonlinear] Parameters: V0=0.398066, R=1.86886, Metric=0.133605, Time=1674ms
- 20:28:37.309976 INFO: Iteration: 111 of 500 | Total samples: 211
- 20:28:37.309989 INFO: Query: [2](0.398066,1.86886)
- 20:28:37.309995 INFO: Query outcome: 0.133605
- 20:28:37.309997 INFO: Best query: [2](0.253007,2.10765)
- 20:28:37.310000 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 214
[BayesOpt Nonlinear] Parameters: V0=0.265192, R=2.11847, Metric=0.130832, Time=1675ms
- 20:28:38.994276 INFO: Iteration: 112 of 500 | Total samples: 212
- 20:28:38.994289 INFO: Query: [2](0.265192,2.11847)
- 20:28:38.994295 INFO: Query outcome: 0.130832
- 20:28:38.994297 INFO: Best query: [2](0.253007,2.10765)
- 20:28:38.994299 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 215
[BayesOpt Nonlinear] Parameters: V0=0.189376, R=2.32609, Metric=0.114734, Time=1742ms
- 20:28:40.745071 INFO: Iteration: 113 of 500 | Total samples: 213
- 20:28:40.745087 INFO: Query: [2](0.189376,2.32609)
- 20:28:40.745094 INFO: Query outcome: 0.114734
- 20:28:40.745097 INFO: Best query: [2](0.253007,2.10765)
- 20:28:40.745102 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 216
[BayesOpt Nonlinear] Parameters: V0=0.194715, R=2.22563, Metric=0.135091, Time=1657ms
- 20:28:42.411409 INFO: Iteration: 114 of 500 | Total samples: 214
- 20:28:42.411420 INFO: Query: [2](0.194715,2.22563)
- 20:28:42.411426 INFO: Query outcome: 0.135091
- 20:28:42.411427 INFO: Best query: [2](0.253007,2.10765)
- 20:28:42.411430 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 217
[BayesOpt Nonlinear] Parameters: V0=0.213647, R=2.18178, Metric=0.12142, Time=1804ms
- 20:28:44.223674 INFO: Iteration: 115 of 500 | Total samples: 215
- 20:28:44.223687 INFO: Query: [2](0.213647,2.18178)
- 20:28:44.223694 INFO: Query outcome: 0.12142
- 20:28:44.223696 INFO: Best query: [2](0.253007,2.10765)
- 20:28:44.223698 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 218
[BayesOpt Nonlinear] Parameters: V0=0.265999, R=1.96809, Metric=0.149639, Time=1753ms
- 20:28:45.985780 INFO: Iteration: 116 of 500 | Total samples: 216
- 20:28:45.985793 INFO: Query: [2](0.265999,1.96809)
- 20:28:45.985802 INFO: Query outcome: 0.149639
- 20:28:45.985805 INFO: Best query: [2](0.253007,2.10765)
- 20:28:45.985810 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 219
[BayesOpt Nonlinear] Parameters: V0=0.370931, R=1.88532, Metric=0.134357, Time=1759ms
- 20:28:47.757966 INFO: Iteration: 117 of 500 | Total samples: 217
- 20:28:47.757989 INFO: Query: [2](0.370931,1.88532)
- 20:28:47.757994 INFO: Query outcome: 0.134357
- 20:28:47.757996 INFO: Best query: [2](0.253007,2.10765)
- 20:28:47.757999 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 220
[BayesOpt Nonlinear] Parameters: V0=0.23035, R=2.13109, Metric=0.118896, Time=1667ms
- 20:28:49.434428 INFO: Iteration: 118 of 500 | Total samples: 218
- 20:28:49.434449 INFO: Query: [2](0.23035,2.13109)
- 20:28:49.434454 INFO: Query outcome: 0.118896
- 20:28:49.434456 INFO: Best query: [2](0.253007,2.10765)
- 20:28:49.434459 INFO: Best outcome: 0.105435
[BayesOpt Nonlinear] Iteration: 221
[BayesOpt Nonlinear] Parameters: V0=0.430413, R=1.9089, Metric=0.170175, Time=1747ms
- 20:28:51.190535 INFO: Forced random query!
[BayesOpt Nonlinear] Iteration: 222
[BayesOpt Nonlinear] Parameters: V0=1.32861, R=1.48404, Metric=0.259077, Time=2002ms
- 20:28:53.193179 INFO: Iteration: 119 of 500 | Total samples: 219
